GRMZM2G171650,GRMZM2G117012,GRMZM2G021433,GRMZM2G378580,GRMZM2G017164,GRMZM2G015908,GRMZM2G164440,GRMZM2G119252,GRMZM2G114789,GRMZM2G064873,GRMZM2G149321,GRMZM2G088440,GRMZM2G135132,GRMZM2G038338,GRMZM2G459063,GRMZM2G375002,GRMZM2G110960,GRMZM2G420684,GRMZM2G584876,GRMZM2G175101,GRMZM2G089498,GRMZM2G181269,GRMZM2G103135,GRMZM2G504906,GRMZM2G472655,GRMZM2G119116,GRMZM2G096165,GRMZM2G028640,GRMZM2G450866,GRMZM2G044027,GRMZM2G443655,GRMZM2G106921,GRMZM2G088088,Chr1_35021348,Chr2_206395129,Chr2_208887922,Chr3_160559109,Chr3_972691,Chr8_136012624,Chr8_136012820,Chr8_138776425,Chr8_156249642
0.406518553040158,2.17712163828431,1.6055925284128,3.42967469315448,1.60564071218572,1.07493074810544,5.87676332029669,1.38020083323133,2.04847576261044,2.40771958311002,2.70604151838251,0.637465851763162,3.71935046152903,2.43736071124873,2.64786839789381,3.86648783800434,1.91228097407484,2.64012818461675,3.84309513182879,0.0,2.61477927394144,3.35905507146419,0.70464087427116,1.99620937809501,0.676840953725631,1.51057181785198,3.74383864588128,0.872543630062511,2.78490629846033,5.16093284586501,0.279131369162825,0.850291945067455,4.44878534561508,1,1,1,1,1,1,1,1,1
1.90079173575082,2.81475581171407,1.59279213703345,3.5642596635173,1.69165916842398,3.51337957666691,3.76674286576908,1.15092639518296,1.71193673735807,2.06439389154027,2.9732003250469,0.504467855923476,3.59816942736259,3.33077491736561,2.97341508740296,3.885510638088,1.86475742077489,2.24471230640357,1.1382047275946,1.05077966590954,2.64254410089984,3.03636064933135,0.824135968503033,1.26418039802176,0.634830331286811,3.13159968555939,3.73781008460799,3.89392013273029,2.1464340805014,5.12477912327368,4.18715464970147,0.801723519909552,4.53721142248427,-1,1,-1,1,1,1,1,1,1
2.34044526564709,2.03391448527866,1.10485277625756,3.45020022162719,0.882858035785754,0.983268774956881,3.63414603876343,1.0958651854997,2.33637957227102,2.08126862155241,2.54543714952803,0.724946190108894,1.63594741007413,2.34968621248266,2.86631241696918,3.93716819851534,1.29604410826642,2.618176549893,1.9377627633479,1.6860340721943,2.8700443262476,3.21024670083679,0.342790094006744,0.749612576540703,0.797295461758388,2.90938431281876,3.43518970699556,0.339684927541585,0.807867753884094,4.96970912748361,0.0,1.18367009200808,4.30068370708066,-1,-1,1,1,-1,1,1,1,-1
2.13560800536653,2.32378282511016,1.31980727609753,3.19526322884991,1.30569420643497,3.39138944067107,3.50767227616916,0.731319267173471,1.93894595525368,2.14918329934818,2.84216725552671,0.374697261934143,4.21176901507684,2.28575424558257,2.76262676631904,3.70920400400835,1.89848455343859,2.44139875981107,4.22316131671907,0.723462977761891,2.14779620955818,3.36890832232509,1.13461951075189,1.5305938194682,0.553452260938712,1.11790498204852,3.52221665652436,0.319199634681474,2.49520345526537,5.29290273384654,2.68246569088938,1.07941927551946,4.28804831754657,-1,-1,-1,1,-1,1,1,1,-1
2.21125129688679,2.22614347693335,0.571260298131786,3.29013918351397,0.79517113608664,4.0347767775898,3.43543776481686,1.00631789015388,1.99829384873488,2.28971664858598,2.41422485286909,0.0,3.56482586204729,2.47488156614091,2.71331631077471,3.8859869908773,1.89951461546813,2.54618204020077,1.37794459867344,0.0,2.48057226992045,3.32881663494412,0.536618508883267,0.773232964228775,0.558434519083443,3.02732783514374,3.3839969656754,0.104866193500758,2.94508087836822,5.01683602973786,2.24186752935865,1.26353615731342,4.55431574265975,-1,1,1,1,1,-1,-1,-1,-1
2.29608098708033,2.05500795803857,0.849830365173885,3.36479615668054,1.69366692222761,0.74480465862457,4.96731016935788,1.51486126353019,2.07644957019378,2.13074164854418,2.3754098135611,0.323274094476981,1.70841590304363,2.16558139316809,2.78874500380787,3.92291150992015,2.03090497035302,3.00779917477213,3.98787417162162,0.501129770530647,2.6630877020671,3.67762890334108,1.24496406451995,1.67919156112334,0.761165577400668,3.59555455234043,3.8146791591252,3.98088840212386,2.37881067856383,4.95260355784481,0.493217099663997,1.09120156361782,4.53438177491286,-1,-1,-1,1,1,1,1,1,1
1.83298298312861,2.22611864952432,0.694341467115766,3.48616639667192,1.36293105211389,1.34980152392751,3.75080910636055,1.30567794724175,1.99271739616257,2.07923026936341,2.58434466199406,0.188255582254345,3.77272415580898,2.25357760521155,2.68158986033396,3.6209137334983,1.96294424161109,2.90221798017985,0.935453939098611,0.712327064972412,1.96086913204978,3.4322243612671,0.3179350511728,1.6104014480845,0.431255654334121,0.893578756526217,3.83472718826077,2.70795686341305,3.38181066786197,4.88466382453431,0.194815679167272,1.19789034360958,4.33914392458704,-1,-1,-1,1,-1,1,1,1,-1
1.51832431464864,2.72935496759604,1.38643935060841,3.57625092364132,1.51456003917184,0.248169376675722,3.81588648429785,1.69025262972382,1.74230833666714,2.22578611872437,2.65102119065399,0.622791774100809,3.62521255300524,3.1973702283427,2.53011899260955,3.77665907759331,1.95627340737204,2.98297626045279,4.07542674336746,0.0,2.20010265391983,3.46569215184267,0.945282383024658,1.34494097543636,0.818986565399093,3.3562174493312,3.36153096919969,3.45394162291702,2.59942510323059,4.86085062491407,0.0,0.923087580874428,4.43362357045772,-1,-1,1,1,1,1,1,1,1
1.13028212970687,2.21197853380202,1.88511319096126,3.43645190654556,1.268374753638,1.57157196117636,5.25941020423255,1.30613039609498,1.79432617242537,2.29147055471433,2.85760749030219,0.270922919086758,3.67089367534846,2.99539721742896,2.6070062814501,3.92844935125989,2.13552528104175,2.55252635669363,4.08695230670254,0.0,2.06651713012978,1.17782696130755,0.512292946720937,1.10073004463911,0.580881769776185,3.232948340899,3.25568979799092,3.88422006076606,2.60501291059167,5.15629862952645,0.415518403957285,0.766917953011094,4.4926362248042,-1,1,1,1,1,1,1,1,1
1.83903578970142,1.73154757472798,0.693856928629185,3.17291565249182,1.25008223568264,3.93275069491841,2.69974245380307,1.00223720872551,2.15141446838809,2.07301342553925,2.69958110601083,0.484841747853854,0.805828334835403,2.72523502585631,2.51312960873174,3.87795523304202,1.04547519025498,2.74232923707728,4.24250735035488,0.0,1.93082116648882,2.90824987656094,0.567476808987251,1.49559709601034,0.659315798836088,3.46310118497697,3.14656316325657,2.67501723761181,3.23955257980739,5.16595100929189,1.6300480567379,1.12168407623587,4.44956494880501,-1,1,1,1,1,-1,-1,1,1
